2024-04-01 12:17:23,409 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2024-04-01 12:18:41,156 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.pom
2024-04-01 12:18:41,169 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.pom
2024-04-01 12:18:41,227 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.jar
2024-04-01 12:18:41,244 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/io/github/juneau001/webapp-javaee8/1.3/webapp-javaee8-1.3.jar
2024-04-01 12:19:13,218 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234 [638])
2024-04-01 12:19:13,219 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234
2024-04-01 12:19:13,219 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\aopalliance-1.0.jar
2024-04-01 12:19:13,220 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\guice-5.1.0.jar
2024-04-01 12:19:13,220 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\httpclient-4.5.14.jar
2024-04-01 12:19:13,220 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\httpcore-4.4.16.jar
2024-04-01 12:19:13,220 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\jansi-2.4.0.jar
2024-04-01 12:19:13,221 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\jcl-over-slf4j-1.7.36.jar
2024-04-01 12:19:13,221 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-artifact-3.9.6.jar
2024-04-01 12:19:13,221 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-builder-support-3.9.6.jar
2024-04-01 12:19:13,221 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-compat-3.9.6.jar
2024-04-01 12:19:13,222 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-core-3.9.6.jar
2024-04-01 12:19:13,222 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-embedder-3.9.6.jar
2024-04-01 12:19:13,222 [Worker-8: Launching mavenrun-5fffc2f2-05ff-4c25-927a-ce3b40f9b0e8] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Steven Chicaiza\Desktop\eclipse\plugins\org.eclipse.m2e.maven.runtime_3.9.600.20231203-1234\jars\maven-model-3.9.6.jar
